link,product_name,map_title,description,date,cartographer,source,image_link,id,width,height
http://www.geographicus.com/P/AntiqueMap/AKLAMS-mitchell-1864,"Antique Map: 1864 Mitchell Map of Louisiana, Mississippi and Arkansas","Map of Louisiana, Mississippi and Arkansas.","A beautiful example of S. A. Mitchell Jr.’s 1864 map of Louisiana, Mississippi and Arkansas.  Detailed to the county level with special attention both political and geographic elements.  Notes important river systems, railways, canals, and cities.  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by W. H. Gamble for inclusion as plate no. 32 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 186? by S. Augustus Mitchell in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/AKLAMS-mitchell-1864.jpg,AKLAMS-mitchell-1864,11,13.5
http://www.geographicus.com/P/AntiqueMap/CanadaWest-mitchell-1864,"Antique Map: 1864 Mitchell Map of Ontario, Canada",Map of Canada West in Counties.,"A beautiful example of S. A. Mitchell Jr.’s 1864 map of Canada West, or as it is now known, Ontario.  Detailed to the county level with special attention both political and geographic elements.  Notes important river systems, railways, canals, and cities.  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion as plate no. 8 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. Augustus Mitchell in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/CanadaWest-mitchell-1864.jpg,CanadaWest-mitchell-1864,10.75,13.5
http://www.geographicus.com/P/AntiqueMap/CanadaEast-mitchell-1864,"Antique Map: 1864 Mitchell Map of Quebec, Canada",Map of Canada East in Counties.,"A beautiful example of S. A. Mitchell Jr.’s 1864 map of Canada  East, or as it is now known, Quebec.  Detailed to the county level with special attention both political and geographic elements.  Notes important river systems, railways, canals, and cities.  An inset map in the lower right quadrant depicts Montreal and environs. One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion as plate no. 6 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. Augustus Mitchell in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/CanadaEast-mitchell-1864.jpg,CanadaEast-mitchell-1864,13.5,10.75
http://www.geographicus.com/P/AntiqueMap/NovaScotia-mitchell-1864,"Antique Map: 1864 Mitchell Map of Nova Scotia and New Brunswick, Canada","County Map of Nova Scotia, New Brunswick, Cape Breton Is. And Pr. Edward's Id.","A beautiful example of S. A. Mitchell Jr.’s 1864 map of Canadian Maritime Provinces of Nova Scotia, New Brunswick, Prince Edward’s Island, and Cape Breton Island.  Detailed to the county level with special attention both political and geographic elements.  Notes important river systems, railways, canals, and cities.  An inset map in the lower right quadrant depicts the city and harbor of Halifax. One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion as plate no. 4 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. Augustus Mitchell in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/NovaScotia-mitchell-1864.jpg,NovaScotia-mitchell-1864,10.5,13.5
http://www.geographicus.com/P/AntiqueMap/SouthAmericaSouth-mitchell-1864,"Antique Map: 1864 Mitchell Map of Brazil, Bolivia and Chili","Map of Brazil, Bolivia, Paraguay, and Uruguay. - Map of  Chili.","A beautiful example of S. A. Mitchell Jr.’s 1864 two map sheet depicting parts of South America.  The left hand map depicts Chili with an inset of the Island of Juan Fernandez.  The right hand maps shows Brazil, Bolivia, Paraguay and Uruguay with insets of the Harbor of Bahia and the Harbor of Rio de Janeiro. One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion as plate no. 58 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. Augustus Mitchell in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/SouthAmericaSouth-mitchell-1864.jpg,SouthAmericaSouth-mitchell-1864,13.5,11
http://www.geographicus.com/P/AntiqueMap/SouthAmericaNorth-mitchell-1864,"Antique Map: 1864 Mitchell Map of Peru, Equacor (Ecuador), Argentina, Columbia and Venezuela","Map of New Granada, Venezuela, and Guiana. - Map of Peru and Equador. - Map of the Argentine Confederation.","A beautiful example of S. A. Mitchell Jr.’s 1864 three map sheet depicting parts of South America.  The first map shows New Granada (Columbia), Venezuela and Guiana.  The second map, in the lower left quadrant, depicts Peru and Equador (Ecuador).  The third map, in the lower right quadrant, features the Argentine Confederation.  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion as plate no. 55 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. Augustus Mitchell in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/SouthAmericaNorth-mitchell-1864.jpg,SouthAmericaNorth-mitchell-1864,10.75,13.5
http://www.geographicus.com/P/AntiqueMap/SouthAmerica-mitchell-1864,Antique Map: 1864 Mitchell Map of South America,"Map of South America, showing its Political Divisions.","A beautiful example of S. A. Mitchell Jr.’s 1864 map of South America.  Depicts the whole of the continent, including Panama, in considerable detail.  Denotes both political and geographical details.  Surprisingly accurate detail of the interior of Brazil and the Amazon Basin.   An inset map in the lower right quadrant depicts the Isthmus of Panama entitled “Map Showing the Proposed Atrato-Inter-Oceanic Canal Routes, for Connecting the Atlantic and Pacific Oceans.”  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by W. Williams for inclusion as plate no. 53 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. Augustus Mitchell in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/SouthAmerica-mitchell-1864.jpg,SouthAmerica-mitchell-1864,10.75,13.5
http://www.geographicus.com/P/AntiqueMap/SpainFrance-mitchell-1864,"Antique Map: 1864 Mitchell Map of France, Spain and Portugal","Map of France, Spain, and Portugal.","A beautiful example of S. A. Mitchell Jr.’s 1864 map of France, Spain and Portugal.  An inset in the upper left quadrant depicts Switzerland.  Another inset in the lower right quadrant depicts the Island of Corsica.  Denotes both political and geographical details.  Updated and enlarged form the 1860 issue in 1862, with England in the north and parts of North Africa removed to give more detail in the focus areas.  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by W. H. Gamble for inclusion as plate no. 67 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1862 by S. Augustus Mitchell in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1862 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/SpainFrance-mitchell-1864.jpg,SpainFrance-mitchell-1864,11.25,13.75
http://www.geographicus.com/P/AntiqueMap/Russia-mitchell-1864,"Antique Map: 1864 Mitchell Map of Russia, Scandinavia, Denmark, Holland and Belgium","Russia in Europe, Sweden and Norway. - Map of Denmark. - Map of Holland and Belgium.  ","A beautiful example of S. A. Mitchell Jr.’s 1864 map of Russia, Norway, Sweden, Holland Belgium and Denmark.  Maps of Denmark, Holland and Belgium relegated in insets on the left hand side of the map.  Denotes both political and geographical details.   Extends as far south and west as the boot of Italy and as far east as the Caspian Sea and the Gulf of Obi. One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S.A. Mitchell for inclusion as plate no. 64 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. Augustus Mitchell in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/Russia-mitchell-1864.jpg,Russia-mitchell-1864,13.75,11
http://www.geographicus.com/P/AntiqueMap/Europe-mitchell-1864,Antique Map: 1864 Mitchell Map of Europe,"Map of Europe, showing its Gt. Political Divisions.","A beautiful example of S. A. Mitchell Jr.’s 1864 map of Europe.  Depicts all of Europe including Iceland.  Extends eastwards as far as the Ural Mountains and southward to include parts of North Africa and Turkey.  Denotes both political and geographical details.  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by W. Williams for inclusion as plate no. 64 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/Europe-mitchell-1864.jpg,Europe-mitchell-1864,13,10.75
http://www.geographicus.com/P/AntiqueMap/Prussia-mitchell-1864,Antique Map: 1864 Mitchell Map of Prussia and Germany,Prussia and the German States.,"A beautiful example of S. A. Mitchell Jr.’s 1864 map of Prussia and Germany.  Depicts the German states from the border with Holland and Belgium eastward as far as Poland and Russia.  Extends south into Austria and Bohemia (the modern day Czech Republic).   Defines the “Germany” along the lines established by the German Confederation in 1850 – extending south into Austria.  At this time tensions were high between the dominant states of Prussia in the north and Austria in the south.  Just two years after this map was issued the Confederation dissolved into the chaos of the Austro-Prussia War which ultimately divided the Confederation into the Northern German Confederation and a number of southern Germanic states roughly aligned with the Austrian Empire.  Denotes both political and geographical details.  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion as plate no. 74 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/Prussia-mitchell-1864.jpg,Prussia-mitchell-1864,13.5,11
http://www.geographicus.com/P/AntiqueMap/IrelandScotland-mitchell-1864,Antique Map: 1864 Mitchell Map of Ireland and Scotland,Ireland in Provinces and Counties. - County Map of Scotland.,"A beautiful example of S. A. Mitchell Jr.’s 1864 two map sheet depicting Ireland on the left and Scotland on the right.  Inset in the upper left quadrant of the Scotland map depicts the Shetland Islands.  Denotes both political and geographical details.  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion as plate no. 71 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/IrelandScotland-mitchell-1864.jpg,IrelandScotland-mitchell-1864,13.75,10.75
http://www.geographicus.com/P/AntiqueMap/England-mitchell-1864,Antique Map: 1864 Mitchell Map of England and Wales,"County Map of England, and Wales.","A beautiful example of S. A. Mitchell Jr.’s 1864 map of England and Wales.  Denotes both political and geographical details.  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion as plate no. 70 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/England-mitchell-1864.jpg,England-mitchell-1864,11,13.5
http://www.geographicus.com/P/AntiqueMap/AustriaItaly-mitchell-1864,"Antique Map: 1864 Mitchell Map of Italy, Greece and the Austrian Empire","Map of the Austrian Empire, Italian States. Turkey in Europe, and Greece.","A beautiful example of S. A. Mitchell Jr.’s 1864 map of the Austrian Empire, Italy, Turkey in Europe and Greece.  An inset in the lower left quadrant features the Maltese Islands.  Denotes both political and geographical details.  When this map was made Italy was in the midst of its struggle for national solidarity.  Three powerful forces vied for control of the peninsula, the Kingdom of Sardinia, the Papal States, and the Kingdom of Naples.  Two years after this map was made, in 1864, the forces of Garabaldi would finally consolidate Italy into a single nation. One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion as plate no. 75 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/AustriaItaly-mitchell-1864.jpg,AustriaItaly-mitchell-1864,13.5,11
http://www.geographicus.com/P/AntiqueMap/Asia-mitchell-1864,Antique Map: 1864 Mitchell Map of Asia,"Map of Asia Showing its Gt. Political Divisions, and also the various Routes of Travel Between Lond & India, China & Japan & C.","A beautiful example of S. A. Mitchell Jr.’s 1864 map of the Asia.  Makes note of the steamship routes and mileages from London to various destinations in Asia. Denotes both political and geographical details.  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by W. Williams for inclusion as plate no. 77 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/Asia-mitchell-1864.jpg,Asia-mitchell-1864,13.5,11
http://www.geographicus.com/P/AntiqueMap/VANC-mitchell-1860,Antique Map: 1860 Mitchell Map of Virginia (undivided) and North Carolina,"County Map of Virginia, and North Carolina.","One of the most difficult to find atlas maps issued by S. A. Mitchell Jr.  From the first edition (1860) of Mitchell’s  Mitchell’s New General Atlas , depicts a unified Virginia with North Carolina.  Includes parts of Kentucky, Tennessee, Maryland, Georgia, South Carolina and Delaware.  Denotes both political and geographical details including roads and proposed railroads.  One of the most attractive American atlas maps of this region to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by W. Williams for inclusion as plate no. 23 in the 1860 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, Containing Maps Of The Various Countries Of The World, Plans Of Cities, Etc. Embraced In Forty-Seven Quarto Maps, Forming A Series Of Seventy-Six Maps And Plans, Together With Valuable Statistical Tables.</i> (1860 first edition.)",http://www.geographicus.com/mm5/graphics/00000001/L/VANC-mitchell-1860.jpg,VANC-mitchell-1860,13.5,11.25
http://www.geographicus.com/P/AntiqueMap/World-mitchell-1864,Antique Map: 1864 Mitchell Map of the World on Mercator Projection,"Map of the World on the Mercator Projection, Exhibiting the American Continent at its Centre.","A fine example of Mitchell’s 1864 map of the World on Mercator Projection.  The American continent is presented at the center of the map.  Shows the routes of important explorers including Cook, the Us Exploring expedition, the Resolution, Ross, Gore and Clark.  In Africa, Lake Victoria makes one of its first appearances in an American map but is labeled, simply, “Inner Sea”.   This represents an update from the 1860 version despite the fact that the copyright has not been changed. Antarctica is depicted only in the most fragmentary way, referencing the world of the U. S. Exploring Expedition as well as Cook’s discoveries.  One of the most attractive American atlas maps of the world to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/World-mitchell-1864.jpg,World-mitchell-1864,18,14
http://www.geographicus.com/P/AntiqueMap/UnitedStates-mitchell-1864,Antique Map: 1864 Mitchell Map of the United States,"Map of the United States, and Territories, together with Canada & c.","A fine example of Mitchell’s 1864 map of the United States.  Depicts the entirety of the continental United States along with parts of Canada and Mexico.  Depicts the country in considerable detail with notations regarding railroads, mail routes (including the famed Pony Express Routes), emigrant routes westward, topographical, and political details.   Represents the 1864 state of the map in  which the Western states are presented in an early ephemeral configuration.  Idaho embraces all of modern day Montana, and Wyoming.  Arizona contains what is today the southern extension of Nevada, including Las Vegas, which is noted.  Two insets in the lower right quadrant feature “Hampton Roads and Norfolk Harbo”r as well as” Pensacola Bay”.  One of the most attractive American atlas maps of the United States to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by S. A. Mitchell for inclusion as map nos. 9, 10 and 11 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/UnitedStates-mitchell-1864.jpg,UnitedStates-mitchell-1864,21.5,13.5
http://www.geographicus.com/P/AntiqueMap/NYNewEngland-mitchell-1864,"Antique Map: 1864 Mitchell Map of New York, Massachusetts, Connecticut, Rhode Island, New Hampshire & Vermont","County Map Of The States Of New York, New Hampshire, Vermont. Massachusetts, Rhode Id. And Connecticut.","A fine example of Mitchell’s 1864 map of New York, Connecticut, Rhode Island, Massachusetts, Vermont and New Hampshire.  Depicts the region in considerable detail with notations regarding political divisions, rail lines, roads, and geographical features.  Features two inset maps in the lower left quadrant, one of Boston Harbor and the other of New York Harbor.  No notable variations from earlier issues. One of the most attractive American atlas maps of New York and New England to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1860-65 period. Prepared by W. Williams for inclusion as map nos. 16, 17 and 18 in the 1864 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1860 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1860 (dated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's New General Atlas, containing Maps of the Various Countries of the World, Plans of Cities, Etc., Embraced in Fifty-three Quarto Maps, forming a series of Eighty-Four Map and Plans, together with Valuable Statistical Tables.</i> (1864 Edition)",http://www.geographicus.com/mm5/graphics/00000001/L/NYNewEngland-mitchell-1864.jpg,NYNewEngland-mitchell-1864,21.5,13.5
http://www.geographicus.com/P/AntiqueMap/Hottentoten-bellin-1757,Antique Map: 1757 Bellin Map of South Africa and the Cape of Good Hope,Das Land der Hottentoten an dem Vorgebrige der guten Hoffnung.,"A very scarce example of Bellin’s 1747 map of southern Africa and the Cape of Good Hope.  Covers from the Bay of St. Helena to Mussel Bay.  Dutch settlements appear along the coast line with African tribal regions dominating the interior.  Features excellent geographical detail, referencing swamps, mountains, forests and rivers.   While the French edition of this map appears with some regularity, this, the German edition, is extremely rare.   Compared to the French and Italian editions it is printed on much heavier stock and has a much darker impression. From the German edition of Provost’s Voyages, edited and published by Johann Joachim Schwabe,  Allgemeine Historie der Reisen zu Wasser und zu Lande  (General History of Travel over Water and Land) .",c. 1747 (undated),http://www.geographicus.com/mm5/cartographers/bellin.txt,"Johann Joachim Schwabe, <i>Allgemeine Historie der Reisen zu Wasser und zu Lande</i>, c. 1747.",http://www.geographicus.com/mm5/graphics/00000001/L/Hottentoten-bellin-1757.jpg,Hottentoten-bellin-1757,13.5,9.5
http://www.geographicus.com/P/AntiqueMap/TabulaAsiaIX-magini-1597,"Antique Map: 1597 Ptolemy / Magini / Keschedt Map of Pakistan, Iran and Afghanistan",Tabula Asiae IX.,"A scarce and unusual 1597 Ptolemaic map of what constitutes modern day Iran, Pakistan and Afghanistan.   Presented on a trapezoidal projection with bold mountain ranges dividing the region. This map was engraved by G. Magini and G. Porro based upon the 1561 Valgrisi/Ruscelli edition of Ptolemy’s Geography.  Shortly after Magini issued his edition of the  Geographiae  in 1596, Petrus Keschedt, a German publisher operating out of Cologne, copied it and began issuing his own pirated editions.  In November of 1597, no less a figure than Abraham Ortelius spotted the pirate.  Ortelius informed Magini and, in the face of legal action, Keschedt stopped publishing the atlas until 1608, at which point he recut the plates and issued a new edition.   The 1596 Magini edition of Ptolemy’s  Geographiae  was the first small format edition of Mercator’s Atlas.",1597 (undated),http://www.geographicus.com/mm5/cartographers/ptolemy.txt,"<i>Geographiae universae tum veteris tum novae absolutissimum opus duobus voluminibus distinctum, In quorum priore habentur Cl. Ptolomaei Pelusiensis Geographicae enarrationis Libri octo: Quorum primus, qui praecepta ipsius facultatis omnia complectitur, commentariis uberrimis illustratus est a Io. Antonio Magino Patavino.</i> (1597 Keschedt edition)",http://www.geographicus.com/mm5/graphics/00000001/L/TabulaAsiaIX-magini-1597.jpg,TabulaAsiaIX-magini-1597,7,5.5
http://www.geographicus.com/P/AntiqueMap/UnitedStates-mitchell-1867,Antique Map: 1867 Mitchell Map of the United States,"Map of the United States, and Territories, together with Canada & c.","A fine example of Mitchell’s 1867 map of the United States.  Depicts the entirety of the continental United States along with parts of Canada and Mexico.  Shows the country in considerable detail with notations regarding railroads, mail routes (including the famed Pony Express Route), emigrant routes westward, topographical, and political details.   Represents the 1867 state of the map in which the western states appear much as they do today with but two notable exceptions.  Wyoming retains its western panhandle, which was later resolved into Montana, and Dacotah (Dacota) is one large state.  The earlier insets of Norfolk Harbor and Hampton Roads have been replaced with a single inset map of Newfoundland.  Mitchell would go on to update this map with a  new copyright in 1870, when he corrects for Wyoming, and in 1872.  One of the most attractive American atlas maps of the United States to appear in the mid 19th century.  Features the floral border typical of Mitchell maps from the 1866-87 period. Prepared by W. Williams for inclusion as map nos. 10 and 11 in the 1867 issue of  Mitchell’s New General Atlas .  Dated and copyrighted, “Entered according to Act of Congress in the Year 1867 by S. A. Mitchell Jr. in the Clerk’s Office of the District Court of the U.S. for the Eastern District of Pennsylvania.",1867 (undated),http://www.geographicus.com/mm5/cartographers/mitchell.txt,"<i>Mitchell's new general atlas, containing maps of the various countries of the World, plans of cities, etc.</i> (1867 edition)",http://www.geographicus.com/mm5/graphics/00000001/L/UnitedStates-mitchell-1867.jpg,UnitedStates-mitchell-1867,21.5,13.5
